job_title,company_name,job_type,location,experience_years,skills
Mid-Level DevOps and Configuration Engineer,Quanvex -,Remote,Haram,· 2 - 3,[Mid-Level DevOps and Configuration Engineer] [Experienced] [IT/Software Development] [Agile] [DevOps] [Configuration] [Git] [Information Technology (IT)]
Information Systems Officer,Square Engineering Firm -,On-site,New Cairo,· 3 - 5,[Information Systems Officer] [Experienced] [Business Development] [Installation/Maintenance/Repair] [IT/Software Development] [Computer Engineering] [Construction] [Software] [Software Applications] [Computer Science] [Information Systems]
Senior Business Process Analyst,Confidential -,On-site,New Cairo,· 3+,[Senior Business Process Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Analysis] [Business Analysis] [Information Technology (IT)] [Quality Assurance] [Project Management]
Backend Developer,Engaz -,Hybrid,Mokattam,· 3 - 5,[Backend Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Engineering] [Information Technology (IT)] [Software Development] [Computer Science] [Back-End Development] [Software Engineering] [Agile] [HTML]
Senior Odoo developer,Pure Group  -,Remote,Cairo,· 3+,[Senior Odoo developer] [Experienced] [IT/Software Development] [HTML] [CSS] [JavaScript] [jQuery] [PostgreSQL] [Xml Web Services] [ERP System] [ERP Software] [Python]
IT Manager,United ATS -,On-site,Obour City,· 10 - 15,[IT Manager] [Manager] [IT/Software Development] [Project/Program Management] [Engineering - Telecom/Technology] [Administration] [computer] [IT] [Operations] [Project Management] [Security] [Computer Engineering]
Senior System Administrator,Universities of Canada in Egypt -,On-site,New Capital,· 5 - 10,[Senior System Administrator] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Administration] [Azure] [Communication] [Computer Science] [Engineering] [Information Technology (IT)] [IT] [Network Security]
Senior Technical Support Engineer,Universities of Canada in Egypt -,On-site,New Capital,· 5 - 10,[Senior Technical Support Engineer] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Cisco] [Communication skills] [computer] [Computer Science] [Engineering] [Hardware] [Information Technology (IT)]
Senior Network & Security Engineer,Universities of Canada in Egypt -,On-site,New Capital,· 5 - 10,[Senior Network & Security Engineer] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [CCNA] [CCNP] [Cisco] [Computer Engineering] [Computer Science] [Engineering] [Information Technology (IT)]
Senior Scrum Master,Ibn Sina Pharma -,On-site,New Cairo,· 3 - 5,[Senior Scrum Master] [Experienced] [IT/Software Development] [Project/Program Management] [Engineering - Telecom/Technology] [Administration] [Agile] [Agile Methodology] [Computer Science] [Information Technology (IT)] [Scrum Master] [Software]
Node JS Developer,AMK LLC -,On-site,New Cairo,· 3 - 7,[Node JS Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Agile] [Node.js] [MongoDB] [React] [JavaScript] [Js] [Git] [Computer Science]
IT Specialist,NCC X-calibur -,On-site,New Cairo,· 3 - 5,[IT Specialist] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [Computer Science] [Engineering] [Information Systems]
IT Infrastructure Engineer,National Technology -,Hybrid,Nasr City,· 1 - 3,[IT Infrastructure Engineer] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Cisco] [Cloud] [Communication] [Linux] [Management] [Oracle]
Full Stack Developer,Saudi German Hospital  -,On-site,New Nozha,· 5+,[Full Stack Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Software] [HTML] [Software Development] [Computer Science] [Software Engineering] [.NET] [Agile] [Angular]
.Net Team Lead,Al Ateeq Software -,On-site,Heliopolis,· 7 - 10,[.Net Team Lead] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [ASP.Net] [Microsoft SQL Server] [Information Technology (IT)] [Management] [.Net] [Software Development] [Computer Science] [Web Development]
Senior Backend Developer,Al Ateeq Software -,On-site,Heliopolis,· 4 - 8,[Senior Backend Developer] [Experienced] [Business Development] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Design] [Engineering] [Information Technology (IT)] [Software Development] [Software Engineering]
Senior Business Analyst,Al Ateeq Software -,On-site,Heliopolis,· 3 - 5,[Senior Business Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Business Development] [Information Technology (IT)] [Analyst] [Business Analysis] [Management] [English] [Computer Science]
Senior Angular Developer,Al Ateeq Software -,On-site,Heliopolis,· 5 - 7,[Senior Angular Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Angular] [Communication skills] [Computer Science] [front-end] [Information Technology (IT)] [Software Engineering] [UI/UX] [Development]
System Administrator,Al Ateeq Software -,On-site,Cairo,· 3 - 8,[System Administrator] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information technology] [Information Technology (IT)] [System Administration] [Technology]
Scrum Master,Al Ateeq Software -,On-site,Heliopolis,· 3 - 5,[Scrum Master] [Experienced] [IT/Software Development] [Project/Program Management] [Engineering - Telecom/Technology] [Agile] [Computer Science] [Information Technology (IT)] [Scrum Master] [Software] [Software Development] [Development]
Senior SQL Database Developer,Al Ateeq Software -,On-site,New Heliopolis,· 5 - 10,[Senior SQL Database Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [Database Development] [SQL Server] [Database] [Software Development] [Oracle] [Microsoft SQL Server]
IT Computer Operator Supervisor,Confidential -,On-site,Cairo,· 6 - 8,[IT Computer Operator Supervisor] [Experienced] [IT/Software Development] [Computer Engineering] [Computer Science] [Engineering] [Information Technology (IT)] [Microsoft] [IT] [Microsoft Windows] [Networking]
Senior .Net Backend Developer,Selah ElTelmeez For Publishing & printing -,On-site,Obour City,· 4 - 6,[Senior .Net Backend Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [Agile] [ASP.Net] [Azure] [backend] [Computer Science] [Entity Framework] [OOP]
Senior Database Admin (SQL),BI-Technologies -,Hybrid,New Cairo,· 5+,[Senior Database Admin (SQL)] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Database Administrator] [Information Technology (IT)] [Computer Science] [Database] [SQL] [backend] [API]
Azure Devops Engineer,BI-Technologies -,Hybrid,New Cairo,· 2 - 5,[Azure Devops Engineer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [DevOps] [Engineering] [Information Technology (IT)] [Software Development] [Software] [Azure] [Automation] [CMMI]
Oracle Developer,source of information technology -,On-site,Heliopolis,· 2 - 4,[Oracle Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [Oracle Forms] [Oracle PL/SQL] [PL/SQL] [SQL] [Oracle Reports] [Oracle] [Java]
Sales Analyst,GPS -,On-site,Cairo,· 2 - 4,[Sales Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Sales/Retail] [Sales] [Analysis] [Sales Analysis] [Sales Analyst] [sales skills]
Senior Instructional Designer,Selah ElTelmeez For Publishing & printing -,On-site,Obour City,· 3 - 5,[Senior Instructional Designer] [Experienced] [Creative/Design/Art] [adobe] [Information Technology (IT)] [Design] [Creativity] [Computer Science] [Education] [Software Development] [learning]
GIS Specialists,United ATS -,On-site,Obour City,· 2 - 4,[GIS Specialists] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Computer Science] [Geographic Information System] [Information Technology (IT)] [GIS]
Sourcing Lead,Confidential -,On-site,Cairo,· 1 - 5,[Sourcing Lead] [Experienced] [IT/Software Development] [Angular] [Computer Engineering] [Computer Science] [Information Technology (IT)] [Sourcing]
Middleware Developer,Confidential -,On-site,Cairo,,[Middleware Developer] [Experienced] [IT/Software Development] [Computer Science] [Engineering] [Information Technology (IT)] [Java] [Software Development] [Software] [Oracle] [Middleware] [JSON]
Senior .NET Developer,Confidential -,On-site,Cairo,· 3 - 7,[Senior .NET Developer] [Experienced] [IT/Software Development] [.Net] [Agile] [ASP.Net] [Computer Science] [Design] [Development] [Git] [Information Technology (IT)] [Software]
Product Manager,Confidential -,On-site,Cairo,· 3 - 5,[Product Manager] [Manager] [IT/Software Development] [Marketing/PR/Advertising] [Sales/Retail] [Information Technology (IT)] [Manager] [Marketing] [Product] [Product Management] [product manager] [Sales]
Technical Support Team Leader,Confidential -,On-site,Cairo,· 15+,[Technical Support Team Leader] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Engineering - Mechanical/Electrical] [AutoCAD] [Call Center] [Communication] [Customer Care] [Customer Service] [Customer Support] [Engineering]
Mechanical Production Engineer,MediNeeds -,On-site,Agouza,· 0 - 3,[Mechanical Production Engineer] [Experienced] [Creative/Design/Art] [Manufacturing/Production] [Engineering - Mechanical/Electrical] [CAD] [Engineering] [Manufacturing] [Mechanical Engineering] [Production Engineering] [Production] [Quality Control]
R&D Electrical Engineer,MediNeeds -,On-site,Agouza,· 1 - 3,[R&D Electrical Engineer] [Experienced] [R&D/Science] [Manufacturing/Production] [Engineering - Mechanical/Electrical] [Engineering] [Embedded Systems] [Electrical Engineering] [Electrical] [Development] [Design] [Product Design]
Senior/Team Lead Backend Developer - PHP,Objects -,On-site,Alexandria,· 4 - 10,[Senior/Team Lead Backend Developer - PHP] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [PHP] [Computer Science] [Software Development] [Information Technology (IT)] [Linux] [Engineering] [WordPress] [Software Engineering]
Senior Business Analyst,Objects -,On-site,Bolkly,· 4 - 8,[Senior Business Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Analyst] [Business Analysis] [Information Technology (IT)] [Business Development] [business] [Business Analyst] [Computer Science]
Senior Front End Developer,Rescounts -,Remote,Cairo,· 2 - 3,[Senior Front End Developer] [Experienced] [IT/Software Development] [Operations/Management] [Engineering - Telecom/Technology] [Computer Science] [React] [Frontend] [Software Development]
MAP Engineer,Capt training consult -,On-site,Badr City,· 1 - 3,[MAP Engineer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [ERP] [Computer Science] [Computer Engineering] [Information Technology (IT)] [Software Development] [MS]
Senior Flutter developer,QARA -,Hybrid,New Cairo,· 2 - 4,[Senior Flutter developer] [Experienced] [IT/Software Development] [flutter] [CSS3] [Computer Science] [Software Development] [Android] [JavaScript] [Dart Programming] [OOP] [Debugging]
Software Testing Engineer,MTS-IT -,On-site,Maadi,· 3 - 5,[Software Testing Engineer] [Experienced] [IT/Software Development] [Quality] [Computer Science] [Software Development] [Software] [SQL] [Agile] [Information Technology (IT)] [Software Engineering] [Testing]
Senior Full Stack Developer,Holoolmed -,On-site,Cairo,· 4 - 7,[Senior Full Stack Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [Agile] [React] [jQuery] [JavaScript] [SQL] [Computer Science] [Git]
Software Quality Control Engineer- Tester,Dynamicslink -,On-site,Nasr City,· 4+,[Software Quality Control Engineer- Tester] [Experienced] [IT/Software Development] [Quality] [Information Technology (IT)] [Manual Testing] [Software Testing] [Testing] [QC] [Quality Control] [tfs] [Software Engineering]
Solutions Architecture Engineer,Khales -,On-site,Giza,· 2 - 3,[Solutions Architecture Engineer] [Experienced] [Creative/Design/Art] [IT/Software Development] [Engineering - Telecom/Technology] [UML Modeling] [Microsoft Visio] [use cases] [Software Development]
SAP RE Consultant,Better Home -,On-site,New Cairo,· 2 - 5,[SAP RE Consultant] [Experienced] [Customer Service/Support] [IT/Software Development] [Sales/Retail] [SAP] [Engineering]
Senior technical Support,Ra Sport -,On-site,New Cairo,· 3 - 5,[Senior technical Support] [Experienced] [IT/Software Development] [ERP] [Information Technology (IT)] [Computer Science] [Customer Support] [Software] [Communication] [computer] [Troubleshooting] [Technical Support]
Senior Frontend Developer Vue.js,dar auction -,Hybrid,Nasr City,· 2 - 5,[Senior Frontend Developer Vue.js] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Vue.js] [Nuxt.js] [Socket.io] [JavaScript] [Tailwind]
Software Tester,Osolutions -,On-site,Cairo,· 2 - 5,[Software Tester] [Experienced] [IT/Software Development] [Quality Control] [Information Technology (IT)] [Computer Science] [Software Testing] [Automation Testing]
Odoo ERP Sales Account Manager,Centione -,On-site,Nasr City,· 1 - 3,[Odoo ERP Sales Account Manager] [Experienced] [IT/Software Development] [Sales/Retail] [ERP] [ERP Sales] [Odoo] [Odoo ERP] [Sales] [sales account] [sales account manager]
Odoo Developer,Centione -,On-site,Nasr City,· 1 - 3,[Odoo Developer] [Experienced] [IT/Software Development] [ERP] [Odoo] [Computer Science]
Microsoft SQL Database Administrator,BBI-Consultancy -,On-site,New Cairo,· 3 - 7,[Microsoft SQL Database Administrator] [Experienced] [IT/Software Development] [Database] [database administration] [DBA] [Microsoft SQL Server] [SQL]
Cost Controller,Calories  -,On-site,New Cairo,· 3 - 6,[Cost Controller] [Experienced] [Accounting/Finance] [Accounting] [Budget] [Control] [Cost] [Cost Analysis] [Cost Control] [Finance] [inventory] [Inventory Control]
Oracle Database Administrator,Al Ahly Momkn for e-payment -,On-site,Maadi,· 2 - 3,[Oracle Database Administrator] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Database Administrator] [PL/SQL] [Administration] [Architecture] [Backup] [Computer Science] [Database]
